id,type,plan,rarity,limit_break,sp_r,start_b,spp,pb,lb,sp_lb,sp_lb20,n_lb,rest_b,gift_b,date_b,shop_b,class_b,s_guidance,ub,a_ub,m_ub,cb,ssr_cb,m_cb,a_cb,cond_cb,conc_cb,imp_cb,mot_cb,pres_cb,str_cb,fpp_cb,energy_cb,delete,a_delete,m_delete,replace,drink_acq,drink_buy,item_acq,cust,eb,event,char_name,ability1,ability2,ability3,ability4,event1,event2,event3,sig_desc
30001,2,0,3,2,0,54,40,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,I'll make one for you too,Gain +54 Visual at the start of the produce,Gain +40 P points at the start of the produce,"At the end of a Visual Lesson, gain +4 Visual","When Rest is selected, gain +17 Visual",Signature - Mysterious object,Gain +35 Visual,Basic Transform,"VIsual lesson / Visual turn only\nAt the start of a turn, increase Parameter by 50% for 1 turn\nThrice per lesson"
30001,2,0,3,3,0,57,40,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,I'll make one for you too,Gain +57 Visual at the start of the produce,Gain +40 P points at the start of the produce,"At the end of a Visual Lesson, gain +6 Visual","When Rest is selected, gain +17 Visual",Signature - Mysterious object,Gain +35 Visual,Basic Transform,"VIsual lesson / Visual turn only\nAt the start of a turn, increase Parameter by 50% for 1 turn\nThrice per lesson"
30001,2,0,3,4,0,60,40,0,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,I'll make one for you too,Gain +60 Visual at the start of the produce,Gain +40 P points at the start of the produce,"At the end of a Visual Lesson, gain +6 Visual","When Rest is selected, gain +22 Visual",Signature - Mysterious object,Gain +40 Visual,Basic Transform,"VIsual lesson / Visual turn only\nAt the start of a turn, increase Parameter by 50% for 1 turn\nThrice per lesson"
30002,2,0,3,0,0,0,0,0.065,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Leave it to your sister !,Gain +6.5% in Visual Lessons,"At the end of a Visual SP lesson, increase the amount of P points gained by 33%","At the end of a Visual SP lesson, gain +13 Visual","When enhancing a skill card, gain +3 Visual",Signature - Pair of hairpins in full bloom,Gain +30 Visual,Random Enhance,"Visual lesson / Visual turn only\nWhen using an Active (A) card, recover +2 Stamina\nThrice per lesson"
30002,2,0,3,1,0,0,0,0.07,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Leave it to your sister !,Gain +7.0% in Visual Lessons,"At the end of a Visual SP lesson, increase the amount of P points gained by 33%","At the end of a Visual SP lesson, gain +13 Visual","When enhancing a skill card, gain +3 Visual",Signature - Pair of hairpins in full bloom,Gain +35 Visual,Random Enhance,"Visual lesson / Visual turn only\nWhen using an Active (A) card, recover +2 Stamina\nThrice per lesson"
30002,2,0,3,2,0,0,0,0.075,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Leave it to your sister !,Gain +7.5% in Visual Lessons,"At the end of a Visual SP lesson, increase the amount of P points gained by 45%","At the end of a Visual SP lesson, gain +13 Visual","When enhancing a skill card, gain +3 Visual",Signature - Pair of hairpins in full bloom,Gain +35 Visual,Random Enhance,"Visual lesson / Visual turn only\nWhen using an Active (A) card, recover +2 Stamina\nThrice per lesson"
30002,2,0,3,3,0,0,0,0.08,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Leave it to your sister !,Gain +8.0% in Visual Lessons,"At the end of a Visual SP lesson, increase the amount of P points gained by 45%","At the end of a Visual SP lesson, gain +17 Visual","When enhancing a skill card, gain +3 Visual",Signature - Pair of hairpins in full bloom,Gain +35 Visual,Random Enhance,"Visual lesson / Visual turn only\nWhen using an Active (A) card, recover +2 Stamina\nThrice per lesson"
30002,2,0,3,4,0,0,0,0.085,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Leave it to your sister !,Gain +8.5% in Visual Lessons,"At the end of a Visual SP lesson, increase the amount of P points gained by 45%","At the end of a Visual SP lesson, gain +17 Visual","When enhancing a skill card, gain +4 Visual",Signature - Pair of hairpins in full bloom,Gain +40 Visual,Random Enhance,"Visual lesson / Visual turn only\nWhen using an Active (A) card, recover +2 Stamina\nThrice per lesson"
30003,1,0,3,0,0,0,0,0.065,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Gnnnnnnn...!,Gain +6.5% in Dance Lessons,"At the end of a Dance SP lesson, gain +5 Stamina","When Activity Provision or Present is selected, gain +12 Dance","When acquiring a Mental (M) card, gain +2 Dance",Signature - Symbol of regret,Gain +30 Dance,Basic Transform,"Dance lesson / Dance turn only\nAt the start of a turn, gain 50% Parameter Increase for 1 turn\nThrice per lesson"
30003,1,0,3,1,0,0,0,0.07,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Gnnnnnnn...!,Gain +7.0% in Dance Lessons,"At the end of a Dance SP lesson, gain +5 Stamina","When Activity Provision or Present is selected, gain +12 Dance","When acquiring a Mental (M) card, gain +2 Dance",Signature - Symbol of regret,Gain +35 Dance,Basic Transform,"Dance lesson / Dance turn only\nAt the start of a turn, gain 50% Parameter Increase for 1 turn\nThrice per lesson"
30003,1,0,3,2,0,0,0,0.075,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Gnnnnnnn...!,Gain +7.5% in Dance Lessons,"At the end of a Dance SP lesson, gain +7 Stamina","When Activity Provision or Present is selected, gain +12 Dance","When acquiring a Mental (M) card, gain +2 Dance",Signature - Symbol of regret,Gain +35 Dance,Basic Transform,"Dance lesson / Dance turn only\nAt the start of a turn, gain 50% Parameter Increase for 1 turn\nThrice per lesson"
30003,1,0,3,3,0,0,0,0.08,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Gnnnnnnn...!,Gain +8.0% in Dance Lessons,"At the end of a Dance SP lesson, gain +7 Stamina","When Activity Provision or Present is selected, gain +17 Dance","When acquiring a Mental (M) card, gain +2 Dance",Signature - Symbol of regret,Gain +35 Dance,Basic Transform,"Dance lesson / Dance turn only\nAt the start of a turn, gain 50% Parameter Increase for 1 turn\nThrice per lesson"
30003,1,0,3,4,0,0,0,0.085,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Gnnnnnnn...!,Gain +8.5% in Dance Lessons,"At the end of a Dance SP lesson, gain +7 Stamina","When Activity Provision or Present is selected, gain +17 Dance","When acquiring a Mental (M) card, gain +3 Dance",Signature - Symbol of regret,Gain +40 Dance,Basic Transform,"Dance lesson / Dance turn only\nAt the start of a turn, gain 50% Parameter Increase for 1 turn\nThrice per lesson"
30004,0,0,3,0,0,0,30,0.065,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,In the next season.,Gain +6.5% in Vocal Lessons,Gain +30 P points at the start of the produce,"At the end of a Vocal Lesson, gain +4 Vocal","When enhancing a skill card, gain +3 Vocal",Signature - Season of Blossom,Gain +30 Vocal,Random Enhance,"Cost: -4 (-1)\nGenerate a random enhanced skill card then gain 1 additional skill card use\nNext turn, draw a skill card\nOnce per lesson (cannot be duplicated)"
30004,0,0,3,1,0,0,30,0.07,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,In the next season.,Gain +7.0% in Vocal Lessons,Gain +30 P points at the start of the produce,"At the end of a Vocal Lesson, gain +4 Vocal","When enhancing a skill card, gain +3 Vocal",Signature - Season of Blossom,Gain +35 Vocal,Random Enhance,"Cost: -4 (-1)\nGenerate a random enhanced skill card then gain 1 additional skill card use\nNext turn, draw a skill card\nOnce per lesson (cannot be duplicated)"
30004,0,0,3,2,0,0,40,0.075,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,In the next season.,Gain +7.5% in Vocal Lessons,Gain +40 P points at the start of the produce,"At the end of a Vocal Lesson, gain +4 Vocal","When enhancing a skill card, gain +3 Vocal",Signature - Season of Blossom,Gain +35 Vocal,Random Enhance,"Cost: -4 (-1)\nGenerate a random enhanced skill card then gain 1 additional skill card use\nNext turn, draw a skill card\nOnce per lesson (cannot be duplicated)"
30004,0,0,3,3,0,0,40,0.08,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,In the next season.,Gain +8.0% in Vocal Lessons,Gain +40 P points at the start of the produce,"At the end of a Vocal Lesson, gain +6 Vocal","When enhancing a skill card, gain +3 Vocal",Signature - Season of Blossom,Gain +35 Vocal,Random Enhance,"Cost: -4 (-1)\nGenerate a random enhanced skill card then gain 1 additional skill card use\nNext turn, draw a skill card\nOnce per lesson (cannot be duplicated)"
30004,0,0,3,4,0,0,40,0.085,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,In the next season.,Gain +8.5% in Vocal Lessons,Gain +40 P points at the start of the produce,"At the end of a Vocal Lesson, gain +6 Vocal","When enhancing a skill card, gain +4 Vocal",Signature - Season of Blossom,Gain +40 Vocal,Random Enhance,"Cost: -4 (-1)\nGenerate a random enhanced skill card then gain 1 additional skill card use\nNext turn, draw a skill card\nOnce per lesson (cannot be duplicated)"
30005,2,0,3,0,0,0,30,0.065,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Great work China,Gain +6.5% in Visual Lessons,Gain +30 P points at the start of the produce,"At the end of a Visual Lesson, gain +4 Visual","When acquiring a Active (A) card, gain +2 Visual",Signature - Sunny Student Council Room,Gain +30 Visual,Random Enhance,Cost: -3 (-2)\nRecover +3 (+5) Stamina\nGain 1 additional skill card use\nOnce per lesson (cannot be duplicated)
30005,2,0,3,1,0,0,30,0.07,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Great work China,Gain +7.0% in Visual Lessons,Gain +30 P points at the start of the produce,"At the end of a Visual Lesson, gain +4 Visual","When acquiring a Active (A) card, gain +2 Visual",Signature - Sunny Student Council Room,Gain +35 Visual,Random Enhance,Cost: -3 (-2)\nRecover +3 (+5) Stamina\nGain 1 additional skill card use\nOnce per lesson (cannot be duplicated)
30005,2,0,3,2,0,0,40,0.075,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Great work China,Gain +7.5% in Visual Lessons,Gain +40 P points at the start of the produce,"At the end of a Visual Lesson, gain +4 Visual","When acquiring a Active (A) card, gain +2 Visual",Signature - Sunny Student Council Room,Gain +35 Visual,Random Enhance,Cost: -3 (-2)\nRecover +3 (+5) Stamina\nGain 1 additional skill card use\nOnce per lesson (cannot be duplicated)
30005,2,0,3,3,0,0,40,0.08,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Great work China,Gain +8.0% in Visual Lessons,Gain +40 P points at the start of the produce,"At the end of a Visual Lesson, gain +6 Visual","When acquiring a Active (A) card, gain +2 Visual",Signature - Sunny Student Council Room,Gain +35 Visual,Random Enhance,Cost: -3 (-2)\nRecover +3 (+5) Stamina\nGain 1 additional skill card use\nOnce per lesson (cannot be duplicated)
30005,2,0,3,4,0,0,40,0.085,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Great work China,Gain +8.5% in Visual Lessons,Gain +40 P points at the start of the produce,"At the end of a Visual Lesson, gain +6 Visual","When acquiring a Active (A) card, gain +3 Visual",Signature - Sunny Student Council Room,Gain +40 Visual,Random Enhance,Cost: -3 (-2)\nRecover +3 (+5) Stamina\nGain 1 additional skill card use\nOnce per lesson (cannot be duplicated)
30006,2,0,3,0,21,48,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Just like a prince,Gain +48 Visual at the start of the produce,Gain +21% chance of a Visual SP Lesson,"At the end of a Visual SP lesson, gain +13 Visual","When acquiring a Mental (M) card, gain +2 Visual",Signature - The Little Prince of the Stars,Gain +30 Visual,Random Enhance,"Visual lesson / Visual turn only\nAt the start of the turn, gain +2 Fixed Energy"
30006,2,0,3,1,21,51,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Just like a prince,Gain +51 Visual at the start of the produce,Gain +21% chance of a Visual SP Lesson,"At the end of a Visual SP lesson, gain +13 Visual","When acquiring a Mental (M) card, gain +2 Visual",Signature - The Little Prince of the Stars,Gain +35 Visual,Random Enhance,"Visual lesson / Visual turn only\nAt the start of the turn, gain +2 Fixed Energy"
30006,2,0,3,2,28,54,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Just like a prince,Gain +54 Visual at the start of the produce,Gain +28% chance of a Visual SP Lesson,"At the end of a Visual SP lesson, gain +13 Visual","When acquiring a Mental (M) card, gain +2 Visual",Signature - The Little Prince of the Stars,Gain +35 Visual,Random Enhance,"Visual lesson / Visual turn only\nAt the start of the turn, gain +2 Fixed Energy"
30006,2,0,3,3,28,57,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Just like a prince,Gain +57 Visual at the start of the produce,Gain +28% chance of a Visual SP Lesson,"At the end of a Visual SP lesson, gain +17 Visual","When acquiring a Mental (M) card, gain +2 Visual",Signature - The Little Prince of the Stars,Gain +35 Visual,Random Enhance,"Visual lesson / Visual turn only\nAt the start of the turn, gain +2 Fixed Energy"
30006,2,0,3,4,28,60,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Just like a prince,Gain +60 Visual at the start of the produce,Gain +28% chance of a Visual SP Lesson,"At the end of a Visual SP lesson, gain +17 Visual","When acquiring a Mental (M) card, gain +3 Visual",Signature - The Little Prince of the Stars,Gain +40 Visual,Random Enhance,"Visual lesson / Visual turn only\nAt the start of the turn, gain +2 Fixed Energy"
30007,1,0,3,0,21,48,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"Hungry faces, Please !",Gain +48 Dance at the start of the produce,Gain +21% chance of a Dance SP Lesson,"At the end of a Dance SP lesson, gain +13 Dance","When enhancing a skill card, gain +3 Dance",Signature - Heart Album,Gain +30 Dance,Random Enhance,"Cost: 0\nParameter: +3 (+6)\nGain +3 (+5) Energy\nIn the next 2 turns after this card is played, draw 1 additional skill card\nOnce per lesson (cannot be duplicated)"
30007,1,0,3,1,21,51,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Hungry faces, Please !",Gain +51 Dance at the start of the produce,Gain +21% chance of a Dance SP Lesson,"At the end of a Dance SP lesson, gain +13 Dance","When enhancing a skill card, gain +3 Dance",Signature - Heart Album,Gain +35 Dance,Random Enhance,"Cost: 0\nParameter: +3 (+6)\nGain +3 (+5) Energy\nIn the next 2 turns after this card is played, draw 1 additional skill card\nOnce per lesson (cannot be duplicated)"
30007,1,0,3,2,28,54,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Hungry faces, Please !",Gain +54 Dance at the start of the produce,Gain +28% chance of a Dance SP Lesson,"At the end of a Dance SP lesson, gain +13 Dance","When enhancing a skill card, gain +3 Dance",Signature - Heart Album,Gain +35 Dance,Random Enhance,"Cost: 0\nParameter: +3 (+6)\nGain +3 (+5) Energy\nIn the next 2 turns after this card is played, draw 1 additional skill card\nOnce per lesson (cannot be duplicated)"
30007,1,0,3,3,28,57,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Hungry faces, Please !",Gain +57 Dance at the start of the produce,Gain +28% chance of a Dance SP Lesson,"At the end of a Dance SP lesson, gain +17 Dance","When enhancing a skill card, gain +3 Dance",Signature - Heart Album,Gain +35 Dance,Random Enhance,"Cost: 0\nParameter: +3 (+6)\nGain +3 (+5) Energy\nIn the next 2 turns after this card is played, draw 1 additional skill card\nOnce per lesson (cannot be duplicated)"
30007,1,0,3,4,28,60,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"Hungry faces, Please !",Gain +60 Dance at the start of the produce,Gain +28% chance of a Dance SP Lesson,"At the end of a Dance SP lesson, gain +17 Dance","When enhancing a skill card, gain +4 Dance",Signature - Heart Album,Gain +40 Dance,Random Enhance,"Cost: 0\nParameter: +3 (+6)\nGain +3 (+5) Energy\nIn the next 2 turns after this card is played, draw 1 additional skill card\nOnce per lesson (cannot be duplicated)"
30008,0,0,3,0,21,48,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"Cute, Cute and Cute!",Gain +48 Vocal at the start of the produce,Gain +21% chance of a Vocal SP Lesson,"At the end of a Vocal SP lesson, gain +13 Vocal","When acquiring a Active (A) card, gain +2 Vocal",Signature - Tea Party,Gain +30 Vocal,Random Enhance,Cost: -3 (-1)\nGain 1 additional skill card use\nUpgraded : Draw a skill card\nEnhance all skill cards in hand\nOnce per lesson (cannot be duplicated)
30008,0,0,3,1,21,51,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Cute, Cute and Cute!",Gain +51 Vocal at the start of the produce,Gain +21% chance of a Vocal SP Lesson,"At the end of a Vocal SP lesson, gain +13 Vocal","When acquiring a Active (A) card, gain +2 Vocal",Signature - Tea Party,Gain +35 Vocal,Random Enhance,Cost: -3 (-1)\nGain 1 additional skill card use\nUpgraded : Draw a skill card\nEnhance all skill cards in hand\nOnce per lesson (cannot be duplicated)
30008,0,0,3,2,28,54,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Cute, Cute and Cute!",Gain +54 Vocal at the start of the produce,Gain +28% chance of a Vocal SP Lesson,"At the end of a Vocal SP lesson, gain +13 Vocal","When acquiring a Active (A) card, gain +2 Vocal",Signature - Tea Party,Gain +35 Vocal,Random Enhance,Cost: -3 (-1)\nGain 1 additional skill card use\nUpgraded : Draw a skill card\nEnhance all skill cards in hand\nOnce per lesson (cannot be duplicated)
30008,0,0,3,3,28,57,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Cute, Cute and Cute!",Gain +57 Vocal at the start of the produce,Gain +28% chance of a Vocal SP Lesson,"At the end of a Vocal SP lesson, gain +17 Vocal","When acquiring a Active (A) card, gain +2 Vocal",Signature - Tea Party,Gain +35 Vocal,Random Enhance,Cost: -3 (-1)\nGain 1 additional skill card use\nUpgraded : Draw a skill card\nEnhance all skill cards in hand\nOnce per lesson (cannot be duplicated)
30008,0,0,3,4,28,60,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"Cute, Cute and Cute!",Gain +60 Vocal at the start of the produce,Gain +28% chance of a Vocal SP Lesson,"At the end of a Vocal SP lesson, gain +17 Vocal","When acquiring a Active (A) card, gain +3 Vocal",Signature - Tea Party,Gain +40 Vocal,Random Enhance,Cost: -3 (-1)\nGain 1 additional skill card use\nUpgraded : Draw a skill card\nEnhance all skill cards in hand\nOnce per lesson (cannot be duplicated)
30009,2,0,3,0,0,0,0,0.065,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,My eyes aren't deceiving me,Gain +6.5% in Visual Lessons,"At the end of a Visual SP lesson, gain +5 Stamina","At the end of a Class or Business, gain +5 Visual","When enhancing a skill card, gain +3 Visual",Signature - A chance to make up,Gain +30 Visual,Basic Transform,"Visual lesson / Visual turn only\nAt the start of the turn, gain 1 additional skill card use\nOnce per lesson"
30009,2,0,3,1,0,0,0,0.07,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,My eyes aren't deceiving me,Gain +7.0% in Visual Lessons,"At the end of a Visual SP lesson, gain +5 Stamina","At the end of a Class or Business, gain +5 Visual","When enhancing a skill card, gain +3 Visual",Signature - A chance to make up,Gain +35 Visual,Basic Transform,"Visual lesson / Visual turn only\nAt the start of the turn, gain 1 additional skill card use\nOnce per lesson"
30009,2,0,3,2,0,0,0,0.075,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,My eyes aren't deceiving me,Gain +7.5% in Visual Lessons,"At the end of a Visual SP lesson, gain +7 Stamina","At the end of a Class or Business, gain +5 Visual","When enhancing a skill card, gain +3 Visual",Signature - A chance to make up,Gain +35 Visual,Basic Transform,"Visual lesson / Visual turn only\nAt the start of the turn, gain 1 additional skill card use\nOnce per lesson"
30009,2,0,3,3,0,0,0,0.08,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,My eyes aren't deceiving me,Gain +8.0% in Visual Lessons,"At the end of a Visual SP lesson, gain +7 Stamina","At the end of a Class or Business, gain +7 Visual","When enhancing a skill card, gain +3 Visual",Signature - A chance to make up,Gain +35 Visual,Basic Transform,"Visual lesson / Visual turn only\nAt the start of the turn, gain 1 additional skill card use\nOnce per lesson"
30009,2,0,3,4,0,0,0,0.085,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,My eyes aren't deceiving me,Gain +8.5% in Visual Lessons,"At the end of a Visual SP lesson, gain +7 Stamina","At the end of a Class or Business, gain +7 Visual","When enhancing a skill card, gain +4 Visual",Signature - A chance to make up,Gain +40 Visual,Basic Transform,"Visual lesson / Visual turn only\nAt the start of the turn, gain 1 additional skill card use\nOnce per lesson"
30010,0,0,3,0,0,0,0,0.065,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"Youre Pushing Yourself, Again",Gain +6.5% in Vocal Lessons,"At the end of a Vocal SP lesson, gain +5 Stamina",At the end of an outing gain +11 Vocal,"When acquiring a Mental (M) card, gain +2 Vocal",Signature - Anti-fog towel,Gain +30 Vocal,Random Enhance,"Vocal lesson / Vocal turn only\nWhen using an Active (A) card, recover +2 Stamina\nThrice per lesson"
30010,0,0,3,1,0,0,0,0.07,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Youre Pushing Yourself, Again",Gain +7.0% in Vocal Lessons,"At the end of a Vocal SP lesson, gain +5 Stamina",At the end of an outing gain +11 Vocal,"When acquiring a Mental (M) card, gain +2 Vocal",Signature - Anti-fog towel,Gain +35 Vocal,Random Enhance,"Vocal lesson / Vocal turn only\nWhen using an Active (A) card, recover +2 Stamina\nThrice per lesson"
30010,0,0,3,2,0,0,0,0.075,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Youre Pushing Yourself, Again",Gain +7.5% in Vocal Lessons,"At the end of a Vocal SP lesson, gain +7 Stamina",At the end of an outing gain +11 Vocal,"When acquiring a Mental (M) card, gain +2 Vocal",Signature - Anti-fog towel,Gain +35 Vocal,Random Enhance,"Vocal lesson / Vocal turn only\nWhen using an Active (A) card, recover +2 Stamina\nThrice per lesson"
30010,0,0,3,3,0,0,0,0.08,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Youre Pushing Yourself, Again",Gain +8.0% in Vocal Lessons,"At the end of a Vocal SP lesson, gain +7 Stamina",At the end of an outing gain +15 Vocal,"When acquiring a Mental (M) card, gain +2 Vocal",Signature - Anti-fog towel,Gain +35 Vocal,Random Enhance,"Vocal lesson / Vocal turn only\nWhen using an Active (A) card, recover +2 Stamina\nThrice per lesson"
30010,0,0,3,4,0,0,0,0.085,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"Youre Pushing Yourself, Again",Gain +8.5% in Vocal Lessons,"At the end of a Vocal SP lesson, gain +7 Stamina",At the end of an outing gain +15 Vocal,"When acquiring a Mental (M) card, gain +3 Vocal",Signature - Anti-fog towel,Gain +40 Vocal,Random Enhance,"Vocal lesson / Vocal turn only\nWhen using an Active (A) card, recover +2 Stamina\nThrice per lesson"
30011,0,0,3,0,0,48,30,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"My, What a Coincidence",Gain +48 Vocal at the start of the produce,Gain +30 P points at the start of the produce,"At the end of a Vocal Lesson, gain +4 Vocal","At the end of a Class or Business, gain +5 Vocal",Signature - Scoot hat,Gain +30 Vocal,Random Enhance,"Vocal lesson / Vocal turn only\nAt the start of the turn, draw a skill card\nGain +2 Fixed Energy Thrice per lesson"
30011,0,0,3,1,0,51,30,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"My, What a Coincidence",Gain +51 Vocal at the start of the produce,Gain +30 P points at the start of the produce,"At the end of a Vocal Lesson, gain +4 Vocal","At the end of a Class or Business, gain +5 Vocal",Signature - Scoot hat,Gain +35 Vocal,Random Enhance,"Vocal lesson / Vocal turn only\nAt the start of the turn, draw a skill card\nGain +2 Fixed Energy Thrice per lesson"
